 "publication_type" , "journal_article" , "title" , "publication_year" , "author_name" , "journal_name" , "journal_issue_number" , "journal_volume_number" , "startEndPages" , "publisher_name" , "doi" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/33282" , "Implementation Barriers for General Practice Guidelines on Low Back Pain" , "2001" , "van Tulder - Maurits" , "Spine" , "15" , "26" , "E348--E353" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00007632-200108010-00013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/33282" , "Implementation Barriers for General Practice Guidelines on Low Back Pain" , "2001" , "Grol - Richard" , "Spine" , "15" , "26" , "E348--E353" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00007632-200108010-00013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/33300" , "Doctors With a Special Interest in Back Pain Have Poorer Knowledge About How to Treat Back Pain" , "2009" , "Buchbinder - Rachelle" , "Spine" , "11" , "34" , "1218--1226" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/brs.0b013e318195d688" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/33300" , "Doctors With a Special Interest in Back Pain Have Poorer Knowledge About How to Treat Back Pain" , "2009" , "Staples - Margaret" , "Spine" , "11" , "34" , "1218--1226" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/brs.0b013e318195d688" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/33300" , "Doctors With a Special Interest in Back Pain Have Poorer Knowledge About How to Treat Back Pain" , "2009" , "Jolley - Damien" , "Spine" , "11" , "34" , "1218--1226" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/brs.0b013e318195d688" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240308" , "The development and implementation of the Promoting Resilient Officers (PRO) Program." , "2011" , "Young - Ross McD" , "Traumatology" , "4" , "17" , "43--51" , "American Psychological Association (APA)" , "10.1177/1534765611429080" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/198308" , "Lower level mediation in multilevel models." , "2003" , "Bolger - Niall" , "Psychological Methods" , "2" , "8" , "115--128" , "American Psychological Association (APA)" , "10.1037/1082-989x.8.2.115" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150202" , "Comparative fit indexes in structural models." , "1990" , "Bentler - P. M." , "Psychological Bulletin" , "2" , "107" , "238--246" , "American Psychological Association (APA)" , "10.1037/0033-2909.107.2.238" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150202" , "Comparative fit indexes in structural models." , "1990" , "Bentler - P. M." , "Psychological Bulletin" , "2" , "107" , "238--246" , "American Psychological Association (APA)" , "https://doi.org/10.1037/0033-2909.107.2.238" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150211" , "The robustness of test statistics to nonnormality and specification error in confirmatory factor analysis." , "1996" , "Curran - Patrick J." , "Psychological Methods" , "1" , "1" , "16--29" , "American Psychological Association (APA)" , "10.1037/1082-989x.1.1.16" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150211" , "The robustness of test statistics to nonnormality and specification error in confirmatory factor analysis." , "1996" , "West - Stephen G." , "Psychological Methods" , "1" , "1" , "16--29" , "American Psychological Association (APA)" , "10.1037/1082-989x.1.1.16" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150211" , "The robustness of test statistics to nonnormality and specification error in confirmatory factor analysis." , "1996" , "Finch - John F." , "Psychological Methods" , "1" , "1" , "16--29" , "American Psychological Association (APA)" , "10.1037/1082-989x.1.1.16" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150541" , "The development of infant intersensory perception: Advantages of a comparative convergent-operations approach." , "2000" , "Lickliter - Robert" , "Psychological Bulletin" , "2" , "126" , "260--280" , "American Psychological Association (APA)" , "10.1037/0033-2909.126.2.260" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150541" , "The development of infant intersensory perception: Advantages of a comparative convergent-operations approach." , "2000" , "Bahrick - Lorraine E." , "Psychological Bulletin" , "2" , "126" , "260--280" , "American Psychological Association (APA)" , "10.1037/0033-2909.126.2.260" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150579" , "The Duchenne smile: Emotional expression and brain physiology: II." , "1990" , "Ekman - Paul" , "Journal of Personality and Social Psychology" , "2" , "58" , "342--353" , "American Psychological Association (APA)" , "10.1037//0022-3514.58.2.342" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150579" , "The Duchenne smile: Emotional expression and brain physiology: II." , "1990" , "Davidson - Richard J." , "Journal of Personality and Social Psychology" , "2" , "58" , "342--353" , "American Psychological Association (APA)" , "10.1037//0022-3514.58.2.342" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150579" , "The Duchenne smile: Emotional expression and brain physiology: II." , "1990" , "Friesen - Wallace V." , "Journal of Personality and Social Psychology" , "2" , "58" , "342--353" , "American Psychological Association (APA)" , "10.1037//0022-3514.58.2.342" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150740" , "The representation of abstract words: Why emotion matters." , "2011" , "Kousta - Stavroula-Thaleia" , "Journal of Experimental Psychology: General" , "1" , "140" , "14--34" , "American Psychological Association (APA)" , "10.1037/a0021446" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150629" , "Seeing, Acting, Understanding: Motor Resonance in Language Comprehension." , "2006" , "Zwaan - Rolf A." , "Journal of Experimental Psychology: General" , "1" , "135" , "1--11" , "American Psychological Association (APA)" , "10.1037/0096-3445.135.1.1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150629" , "Seeing, Acting, Understanding: Motor Resonance in Language Comprehension." , "2006" , "Taylor - Lawrence J." , "Journal of Experimental Psychology: General" , "1" , "135" , "1--11" , "American Psychological Association (APA)" , "10.1037/0096-3445.135.1.1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150709" , "Automatic vigilance for negative words in lexical decision and naming: Comment on Larsen, Mercer, and Balota (2006)." , "2008" , "Estes - Zachary" , "Emotion" , "4" , "8" , "441--444" , "American Psychological Association (APA)" , "10.1037/1528-3542.8.4.441" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150709" , "Automatic vigilance for negative words in lexical decision and naming: Comment on Larsen, Mercer, and Balota (2006)." , "2008" , "Adelman - James S." , "Emotion" , "4" , "8" , "441--444" , "American Psychological Association (APA)" , "10.1037/1528-3542.8.4.441" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150715" , "Automatic vigilance: The attention-grabbing power of negative social information." , "1991" , "Pratto - Felicia" , "Journal of Personality and Social Psychology" , "3" , "61" , "380--391" , "American Psychological Association (APA)" , "10.1037//0022-3514.61.3.380" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150715" , "Automatic vigilance: The attention-grabbing power of negative social information." , "1991" , "John - Oliver P." , "Journal of Personality and Social Psychology" , "3" , "61" , "380--391" , "American Psychological Association (APA)" , "10.1037//0022-3514.61.3.380" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150740" , "The representation of abstract words: Why emotion matters." , "2011" , "Vigliocco - Gabriella" , "Journal of Experimental Psychology: General" , "1" , "140" , "14--34" , "American Psychological Association (APA)" , "10.1037/a0021446" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150740" , "The representation of abstract words: Why emotion matters." , "2011" , "Vinson - David P." , "Journal of Experimental Psychology: General" , "1" , "140" , "14--34" , "American Psychological Association (APA)" , "10.1037/a0021446" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150740" , "The representation of abstract words: Why emotion matters." , "2011" , "Andrews - Mark" , "Journal of Experimental Psychology: General" , "1" , "140" , "14--34" , "American Psychological Association (APA)" , "10.1037/a0021446" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/150740" , "The representation of abstract words: Why emotion matters." , "2011" , "Del Campo - Elena" , "Journal of Experimental Psychology: General" , "1" , "140" , "14--34" , "American Psychological Association (APA)" , "10.1037/a0021446" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/151331" , "Forecasting Recidivism in Mentally Ill Offenders Released From Prison." , "2004" , "Gagliardi - Gregg J." , "Law and Human Behavior" , "2" , "28" , "133--155" , "American Psychological Association (APA)" , "10.1023/b:lahu.0000022319.03637.45" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/151331" , "Forecasting Recidivism in Mentally Ill Offenders Released From Prison." , "2004" , "Lovell - David" , "Law and Human Behavior" , "2" , "28" , "133--155" , "American Psychological Association (APA)" , "10.1023/b:lahu.0000022319.03637.45" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/151331" , "Forecasting Recidivism in Mentally Ill Offenders Released From Prison." , "2004" , "Peterson - Paul D." , "Law and Human Behavior" , "2" , "28" , "133--155" , "American Psychological Association (APA)" , "10.1023/b:lahu.0000022319.03637.45" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/151331" , "Forecasting Recidivism in Mentally Ill Offenders Released From Prison." , "2004" , "Jemelka - Ron" , "Law and Human Behavior" , "2" , "28" , "133--155" , "American Psychological Association (APA)" , "10.1023/b:lahu.0000022319.03637.45" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/195711" , "Delay discounting of real and hypothetical rewards." , "2003" , "Raiff - Bethany R." , "Experimental and Clinical Psychopharmacology" , "2" , "11" , "139--145" , "American Psychological Association (APA)" , "10.1037/1064-1297.11.2.139" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/195711" , "Delay discounting of real and hypothetical rewards." , "2003" , "Madden - Gregory J." , "Experimental and Clinical Psychopharmacology" , "2" , "11" , "139--145" , "American Psychological Association (APA)" , "10.1037/1064-1297.11.2.139" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/195711" , "Delay discounting of real and hypothetical rewards." , "2003" , "Begotka - Andrea M." , "Experimental and Clinical Psychopharmacology" , "2" , "11" , "139--145" , "American Psychological Association (APA)" , "10.1037/1064-1297.11.2.139" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/195711" , "Delay discounting of real and hypothetical rewards." , "2003" , "Kastern - Lana L." , "Experimental and Clinical Psychopharmacology" , "2" , "11" , "139--145" , "American Psychological Association (APA)" , "10.1037/1064-1297.11.2.139" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/195754" , "The neural basis of human error processing: Reinforcement learning, dopamine, and the error-related negativity." , "2002" , "Holroyd - Clay B." , "Psychological Review" , "4" , "109" , "679--709" , "American Psychological Association (APA)" , "10.1037/0033-295x.109.4.679" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240217" , "Guilt: An interpersonal approach." , "1994" , "Baumeister - Roy F." , "Psychological Bulletin" , "2" , "115" , "243--267" , "American Psychological Association (APA)" , "10.1037/0033-2909.115.2.243" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240217" , "Guilt: An interpersonal approach." , "1994" , "Stillwell - Arlene M." , "Psychological Bulletin" , "2" , "115" , "243--267" , "American Psychological Association (APA)" , "10.1037/0033-2909.115.2.243" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240217" , "Guilt: An interpersonal approach." , "1994" , "Heatherton - Todd F." , "Psychological Bulletin" , "2" , "115" , "243--267" , "American Psychological Association (APA)" , "10.1037/0033-2909.115.2.243" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240225" , "The role of interpersonal harm in distinguishing regret from guilt." , "2008" , "Zeelenberg - Marcel" , "Emotion" , "5" , "8" , "589--596" , "American Psychological Association (APA)" , "10.1037/a0012894" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240225" , "The role of interpersonal harm in distinguishing regret from guilt." , "2008" , "Breugelmans - Seger M." , "Emotion" , "5" , "8" , "589--596" , "American Psychological Association (APA)" , "10.1037/a0012894" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240291" , "Maladaptive self-appraisals before trauma exposure predict posttraumatic stress disorder." , "2007" , "Bryant - Richard A." , "Journal of Consulting and Clinical Psychology" , "5" , "75" , "812--815" , "American Psychological Association (APA)" , "10.1037/0022-006x.75.5.812" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240291" , "Maladaptive self-appraisals before trauma exposure predict posttraumatic stress disorder." , "2007" , "Guthrie - Rachel M." , "Journal of Consulting and Clinical Psychology" , "5" , "75" , "812--815" , "American Psychological Association (APA)" , "10.1037/0022-006x.75.5.812" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240308" , "The development and implementation of the Promoting Resilient Officers (PRO) Program." , "2011" , "Shochet - Ian M." , "Traumatology" , "4" , "17" , "43--51" , "American Psychological Association (APA)" , "10.1177/1534765611429080" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240308" , "The development and implementation of the Promoting Resilient Officers (PRO) Program." , "2011" , "Shakespeare-Finch - Jane" , "Traumatology" , "4" , "17" , "43--51" , "American Psychological Association (APA)" , "10.1177/1534765611429080" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240308" , "The development and implementation of the Promoting Resilient Officers (PRO) Program." , "2011" , "Craig - Cameron" , "Traumatology" , "4" , "17" , "43--51" , "American Psychological Association (APA)" , "10.1177/1534765611429080" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240308" , "The development and implementation of the Promoting Resilient Officers (PRO) Program." , "2011" , "Roos - Colette" , "Traumatology" , "4" , "17" , "43--51" , "American Psychological Association (APA)" , "10.1177/1534765611429080" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240308" , "The development and implementation of the Promoting Resilient Officers (PRO) Program." , "2011" , "Wurfl - Astrid" , "Traumatology" , "4" , "17" , "43--51" , "American Psychological Association (APA)" , "10.1177/1534765611429080" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240308" , "The development and implementation of the Promoting Resilient Officers (PRO) Program." , "2011" , "Hoge - Rebecca" , "Traumatology" , "4" , "17" , "43--51" , "American Psychological Association (APA)" , "10.1177/1534765611429080" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240308" , "The development and implementation of the Promoting Resilient Officers (PRO) Program." , "2011" , "Brough - Paula" , "Traumatology" , "4" , "17" , "43--51" , "American Psychological Association (APA)" , "10.1177/1534765611429080" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240321" , "When are adaptive strategies most predictive of psychopathology?" , "2012" , "Aldao - Amelia" , "Journal of Abnormal Psychology" , "1" , "121" , "276--281" , "American Psychological Association (APA)" , "10.1037/a0023598" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240321" , "When are adaptive strategies most predictive of psychopathology?" , "2012" , "Nolen-Hoeksema - Susan" , "Journal of Abnormal Psychology" , "1" , "121" , "276--281" , "American Psychological Association (APA)" , "10.1037/a0023598" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/240375" , "Ready! Fire! Aim! The Status of Psychological Debriefing and Therapeutic Interventions: In the Work Place and After Disasters." , "2006" , "Devilly - Grant J." , "Review of General Psychology" , "4" , "10" , "318--345" , "American Psychological Association (APA)" , "10.1037/1089-2680.10.4.318" ,
